review,sentiment,predicted,label,rating
fast delivery high quality husband love,0.6369,1,1.0,5.0
beautiful seperate,0.5994,1,1.0,5.0
year old body want act like year old body least style cane look work great,0.7845,1,1.0,5.0
one favorite ring buy simple cute,0.7184,1,1.0,5.0
come exactly picture great craftsmanship definitely recommend buy,0.8519,1,1.0,5.0
give one husband year wedding anniversary love nice penny solid stamping,0.8225,1,1.0,5.0
cute,0.4588,1,1.0,5.0
make nice gift thank,0.802,1,1.0,5.0
great experience vendor order mistakenly spell word wrong send copy ask another correct spelling go beyond would vote star could review thank much make sure gift good,0.8555,1,1.0,5.0
great fray ribbon tie well hold form wish yardage blow five yard,0.836,1,1.0,5.0
fit kindle perfectly,0.7717,1,1.0,5.0
buy friend birthday well package show perfect shape etch well love think saying funny perfect humor friend kind think need get one,0.9828,1,1.0,5.0
love leather,0.6369,1,1.0,5.0
outstanding perfect gift arrive wast early expect,0.891,1,1.0,5.0
lone star art print map beloved state maine exactly hope would absolutely wonderful,0.8439,1,,
cup come order lite weight look good,0.4404,1,1.0,5.0
really like conditioner make hair feel soft manageable little go long way,0.4201,1,1.0,5.0
love charm look much like cat ceasar thank much,0.8979,1,1.0,5.0
thick good quality,0.4404,1,1.0,5.0
colorful healing,0.0,1,1.0,5.0
order mother day gift mom love quality great ship quickly definitely order gift,0.9501,1,1.0,5.0
beautiful pair amethyst stud absolutely beautiful stone quality great strong dark color well build steady soooo happy purchase,0.9682,1,1.0,5.0
receive necklace beautiful still wear packaging beautiful attention detail sweet also get pair beautiful hoop earring go necklace gift sweet thank order near future,0.9723,1,1.0,5.0
hard find good gift anymore everyone everything seem sister recently instal new pool neighborhood kid think sign would great idea add nice touch really impressed construction sign heavy duty graphic colorful bright last year,0.9558,1,1.0,5.0
cute denim background seam ripper say nice accent sewing room,0.7003,1,1.0,5.0
wife love,0.6369,1,1.0,5.0
well make hold well repeat use remove reapplye velcro,0.4939,1,1.0,5.0
great value,0.7579,1,1.0,5.0
gift secret santa impressed,0.7184,1,1.0,5.0
absolutely gorgeous top quality little big small wrist beautiful fashion small support brace thank,0.9379,1,1.0,5.0
come frame guess read well,0.2732,1,1.0,5.0
boyfriend buy lake house make give closing day absolutely love quality great love picture make wood definitely happy make purchase sure go look great new house,0.9807,1,1.0,5.0
buy two gift recipient love think beautiful especially love fact make recycled glass,0.9451,1,1.0,5.0
nice bag carry cute gift sturdy bag,0.8271,1,1.0,5.0
get many compliment wear lightweight cute totally worth money,0.807,1,1.0,5.0
receive birthday gift sister love much get pair,0.7964,1,1.0,5.0
good quality cute little bookmark fire little oddly hardcover book overlap cover,0.5829,1,1.0,5.0
get print wife huge disney nerd christmas absolutely love quality unbeatable company fantastic,0.8479,1,1.0,5.0
gift daughter,0.4404,1,1.0,5.0
page line would great,0.6249,1,1.0,5.0
daughter could wait put frame hang happy,0.5719,1,1.0,5.0
love skeptical product say make morning person anything something special soon open,0.6808,1,1.0,5.0
wonderful necklace feminine one favorite piece wear daily,0.7717,1,1.0,5.0
put black frame match bathroom decor perfectly,0.6369,1,1.0,5.0
love extra gift,0.7964,1,1.0,5.0
craftsmanship excellent beautiful,0.8225,1,1.0,5.0
well make earing well worth price,0.6249,1,1.0,5.0
precious perfect,0.8126,1,1.0,5.0
happy glass order one dad father law father day,0.5719,1,1.0,5.0
omg love sign well make look awesome country kitchen look,0.886,1,1.0,5.0
great heavy door hang decoration nice gift,0.8689,1,1.0,5.0
comfortable wear,0.5106,1,1.0,5.0
really love make perfertly need,0.6697,1,1.0,5.0
get home work package immediately open test gf insta ban use around anxiety induce son say unsettling daughter scream love torment family like muahhahaha,-0.0772,-1,1.0,5.0
beyond expectation kasim grateful immediately place energy rl hand within beauty feel shift property skullbrain feel peace moment photo wonderful view yet low left red dot small himalayan salt lamp seem fragile though hand space may temporary location small alter pleased hope certainly thank,0.9836,1,1.0,5.0
suck good picture quality great,0.6249,1,1.0,5.0
never wear hoop honestly say never go back diamond nose ring,-0.5448,-1,1.0,5.0
complement quality craftmanship enough leather high quality flexible without floppy fit moleskine cahi notebook perfectly somewhat hesitant spend extra buck initial engrave expect cheap press engraving well cut leather give pleasing professional look complaint fact arrive nearly week promise delivery window promise lucky complain,0.8549,1,1.0,5.0
buy grand daughter keepsake pleased th design quality grand daughter love,0.9201,1,1.0,5.0
order friend birthday absolutely love want small hoop surprisingly hard find really excited come across thank,0.9356,1,1.0,5.0
beautiful wish big hard seeget lose,0.5423,1,1.0,5.0
try love suffer migraine always look self help product great need,0.8176,1,1.0,5.0
personalized decal nicely,0.4404,1,1.0,5.0
order thursday morning receive saturday morning fabulous speed come exactly order picture definitely order future,0.7269,1,1.0,5.0
look exactly like picture give husband turn around around look every part love,0.7717,1,1.0,5.0
wood thick color beautiful cursive perfect overall love daughter bedroom,0.9153,1,1.0,5.0
gorgeous love glass recycle get many compliment earring,0.9062,1,1.0,5.0
receive item expect deliver date soon see ring love true size look delicate,0.802,1,1.0,5.0
perfect size dainty small look much expensive person love,0.836,1,1.0,5.0
time like need orgone generator everybody need one find help keep alignment mood check buy one friend love,0.9118,1,,
gift valentine day take since,0.4404,1,1.0,5.0
good quality design,0.4404,1,1.0,5.0
bracelet surprise fiance provide review beautiful dainty fit wrist clasp extension love pair heart bracelet company,0.9136,1,1.0,5.0
perfect size great quality good weight,0.8934,1,1.0,5.0
surprisingly nice chain nice weight glass pendant pretty good size would definitely recommend,0.9524,1,1.0,5.0
beautiful well make shipment arrive time claim thank,0.8176,1,1.0,5.0
perfect addition nursery product come quickly wonderful quality would highly recommend,0.8805,1,1.0,5.0
get gift love nice easy assemble,0.9153,1,1.0,5.0
love work fast really nice,0.807,1,1.0,5.0
look good leave last impression,0.5574,1,1.0,5.0
happy print print nice thick paper ink rich vibrant,0.926,1,1.0,5.0
wife pleased gift one daughter name one side daughter side would recommend sure,0.8625,1,1.0,5.0
enjoy shower steamer day start would like know evening shower steamer help go sleep good product thank kristy williams,0.9153,1,1.0,5.0
perfect salon,0.5719,1,1.0,5.0
sign arrive quickly day order gift friend name home country acre choose script style like flow white letter medium brown wood come hanger back look nice prop table mantle hang cover porch would hang outside rain snow would hit though might fine pretty,0.9371,1,1.0,5.0
super fast delivery darling nose ring,0.8271,1,1.0,5.0
love easy wear comfortable,0.886,1,1.0,5.0
love,0.6369,1,1.0,5.0
obsess ring get fast beautiful,0.4404,1,1.0,5.0
good product would well woth real opal,0.6124,1,1.0,5.0
love earning perfect relax day simple outfit,0.8957,1,1.0,5.0
buy mother gift arrive lovely box open earring mom love beautiful,0.9413,1,1.0,5.0
craftsmanship incredible easy read,0.4404,1,1.0,5.0
great,0.6249,1,1.0,5.0
quite surprised beautifully package item wonderful self gifting also,0.8712,1,1.0,5.0
pleasantly surprised heft wood expect something thin like balsa wood overall quality nice able finsh customizing paint without sand love,0.7124,1,1.0,5.0
simplistic yet elegant,0.4767,1,1.0,5.0
mother day present step kid love,0.6369,1,1.0,5.0
paper material thick expect beautifully handwritten get frame hang wait,0.5719,1,1.0,5.0
pretty somewhat primitive style sterling silver moon phase necklace great gift give wear every day seem sturdy wellmade,0.8807,1,1.0,5.0
get ton compliment already easy adjust,0.7184,1,1.0,5.0
package super cool well design girl friend love wear day long,0.9403,1,1.0,5.0
easy use love,0.7964,1,1.0,5.0
glad purchase collar quality awesome finely craft pomapoo kristen helpful create perfect size collar grow pup love swift craft ship would business future spread name around thank,0.9726,1,1.0,5.0
great packaging fast shipping wonderful product,0.8316,1,1.0,5.0
buy gift look great arrive package well,0.8442,1,1.0,5.0
good quality color beautiful clear detailed definite worth price,0.9081,1,1.0,5.0
love keychain many child hard find something fit perfect,0.875,1,1.0,5.0
turn even well imagine want something celebrate upcoming engagement son picture justice great workmanship call number realize mess date friendly able help fix mistake already order straight company continue support business also share info,0.9741,1,1.0,5.0
willie purebre cocker spaniel bruno boxer mix love much enjoy get gift make beautifully come adorable little thank card packaging protective cute thank,0.9739,1,1.0,5.0
son love,0.6369,1,1.0,5.0
beautiful customized topper look amazing wedding cake product ship care seller enclose special message inside,0.9274,1,1.0,5.0
flimsy like like plastic,0.6124,1,1.0,5.0
awesome product,0.6249,1,1.0,5.0
comfortable,0.5106,1,1.0,5.0
mailbox turn nice,0.4215,1,1.0,5.0
beautiful delicate give friend birthday love sea turtle really love necklace chain rather delicate stand yank new grandson swap coil chain withstand little hand,0.9628,1,1.0,5.0
comfy work well,0.2732,1,1.0,5.0
love turtle necklace get lot compliment wear thank great necklace,0.9313,1,1.0,5.0
fit well stay place well make,0.6908,1,1.0,5.0
cart keep forget get notification say reduce price almost like probably would ready christmas order find doorstep christmas eve soooo fast shock know less four day usual time take season really expect week craftsmanship beautiful professional tell high quality machinery use instruction easy follow especially ikea furniture provide need ship care sure would ship concerned damage wrap together flat cushion really keep safe engraving deep smooth design blemish small line groove across top mind dog month old 55lbs golden retriever lot tall lankier scared feeder first far away lol super happy product overall,0.9674,1,1.0,5.0
put favorite cup use everyday,0.4588,1,1.0,5.0
put writing exactly write without mistakesit deliver schedule timegreat quality,0.0,1,1.0,5.0
small cute,0.4588,1,1.0,5.0
absolutely beautiful quality great blue background really nice shade arrive early end expect window arrive well package include nice foil cover gift box would definitely recommend,0.9749,1,1.0,5.0
worth purchase,0.2263,1,1.0,5.0
exactly want come quick expect,0.0772,1,1.0,5.0
buy colored white mug girl little bit boy steal,-0.4472,-1,1.0,5.0
perfect size girlfriend office,0.5719,1,1.0,5.0
dainty sturdy,0.0,1,1.0,5.0
get choose put son name super personal emotional gift love love length especially name come great iam super happy necklace overall definitely recommend,0.9872,1,1.0,5.0
beautiful like picture good workmanship reliable,0.8519,1,1.0,5.0
cute,0.4588,1,1.0,5.0
look exactly picture make sturdy plastic however still look elegant,0.4767,1,1.0,5.0
look something special unique special people really thing love,0.8714,1,1.0,5.0
love exactly movie,0.6369,1,1.0,5.0
really pleased scent thank bring scent page real life fun smell like sorceress,0.8947,1,1.0,5.0
take versatile good looking,0.4404,1,1.0,5.0
love love highly recommend purchase seller,0.9041,1,1.0,5.0
like definitely worth,0.7269,1,1.0,5.0
beautiful,0.5994,1,1.0,5.0
worried would stick well texture wall stick easily metallic gold actually deep gold color think stand light wall decal perfect nursery,0.7184,1,1.0,5.0
incredibly well make product happy receive quality beat anybody rate less five star problem,0.5657,1,1.0,5.0
craftmanship great love dual sided necklace representation complement change chain sturdy one necklace wear many complement,0.8519,1,1.0,5.0
love clasp,0.6369,1,1.0,5.0
beautiful year anniversary gift husband arrive early come picture wait find frame,0.7783,1,1.0,5.0
beautiful color craftsmanship purchase girlfriend,0.5994,1,1.0,5.0
easy put come fast,0.4404,1,1.0,5.0
love scent leave hair soft like bottlespump deal,0.7579,1,1.0,5.0
gift look great,0.7906,1,1.0,5.0
get christmas present girlfriend love,0.6369,1,1.0,5.0
exactly describe,0.0,1,1.0,5.0
smell delicious pleased lorenzen reed diffuser,0.765,1,1.0,5.0
sign look great arrive quickly,0.6249,1,1.0,5.0
great quality happy style fit unisex,0.8834,1,1.0,5.0
order hanna ring surprise beach wedding special design ring ready yet want something quick easy pretty still personal meantime love ring much hurry replace engraving pretty size perfect packaging beautiful tasteful feel personal little message complementary silver cleaning pad add hopefully need new engagement ring lifetime would definitely order ring personalized gift anyone ready deadline communication seamless,0.9909,1,1.0,5.0
exactly order come quick love,0.6369,1,1.0,5.0
good gift ever bit worried buy since gift want let grandchild know love across amount mile apart also arrive ahead schedule add bonus buy seller,0.9382,1,1.0,5.0
absolutely love delicate feminine earring silver bright really set turquoise blue color perfection glass recycle old mason jar lovely touch vintage would love bracelet style go earring give take bit hang nicely hair bubble glass catch light nicely look cute spring summer bright clothing would adore pair red sure red depression glass would make lovely gift friend love one receive product discount rate exchange honest review periodically update review experience product,0.9944,1,1.0,5.0
son college send one shot glass husband birthday absolutely love impressed put amazon cart could remember send one dad father day dad email thank first look outside illustration think use shot glass big even john wayne could belt shooter glass single gulp open box see bullet shotglass nearly die laugh wait serve someone drink shotglass thoughtful original father day present,0.94,1,1.0,5.0
headache almost daily tensionstress look computer screen diabetic med first time try essential oil relieve strong initially within minute start feel pain ease amazing,0.8316,1,1.0,5.0
display wallworked great,0.6249,1,1.0,5.0
beautiful wonderful copper anniversary gift,0.8885,1,1.0,5.0
sign well make sturdy hanger back already easy hang washer dryer sign even well expect,0.7269,1,1.0,5.0
absolutely love bracelet,0.6697,1,1.0,5.0
beautiful well make piece happy find family company tell make piece love care think pricing fair thank much,0.9678,1,1.0,5.0
beautiful item advertise turn around time well expect,0.7184,1,1.0,5.0
beautiful name tag choose xs kitten well make clear exactly order show online substantial weight itquality come brass stainless connector choose use brass packaging tiny cute happy would order company take bit time arrive overseas well worth wait,0.959,1,1.0,5.0
awesome remind study psychology,0.6249,1,1.0,5.0
beautiful bracelet high quality,0.5994,1,1.0,5.0
love new aquamarine earring clear sparkle bright great addition earring collection arrive early come cute little white box beautiful put right away love beautiful earring,0.985,1,1.0,5.0
love simple comfortable take since get,0.8176,1,1.0,5.0
love piece art military family request license plate state live make wedding anniversary date meaningful unique gift,0.8555,1,1.0,5.0
gorgeous sign excellent customer service use good communication helpfulness,0.926,1,1.0,5.0
even though customize come quick nice sturdy material easy read gift sis love come,0.9153,1,1.0,5.0
buy mom godmother mother day go disney vacation love,0.6369,1,1.0,5.0
pay black obsidian sister law well make fabric stuff really appreciate thank much send time kuddo,0.7559,1,1.0,5.0
worth think get turn good,0.5859,1,1.0,5.0
find ring buy wife handcraft make even special well wife love,0.8402,1,1.0,5.0
want,0.0772,1,1.0,5.0
color muted pastel great anxiety plus rainbow,0.5267,1,1.0,5.0
give gift love,0.7964,1,1.0,5.0
nice,0.4215,1,1.0,5.0
turn great happy size workmanship,0.8316,1,1.0,5.0
custom craftsmanship get save save thrilled purchase definitely worth,0.9169,1,1.0,5.0
second time order seller get cute well make tag highly recommend,0.7841,1,1.0,5.0
exactly want want something like year glad order frame wait get fill,0.7269,1,1.0,5.0
coffee,0.0,1,1.0,5.0
comfortable true size perfectly delicate great quality fast shipping could happy recommend product seller,0.9674,1,1.0,5.0
look great super cute gift,0.9313,1,1.0,5.0
magnificent piece work high level quality craftsmanship exceed expectation highly recommend product,0.7713,1,1.0,5.0
sturdy beautiful piece artwork husband wait hang kitchen new house exactly look commemorate wedding,0.5994,1,1.0,5.0
piece pretty buy grandmother mother day love love hawaii ocean really travel anymore feel like could bring piece thing happy great quality,0.9716,1,1.0,5.0
buy gift friend love star,0.8834,1,1.0,5.0
buy mother day mom love,0.6369,1,1.0,5.0
nice design good quality wife appreciate gift,0.8834,1,1.0,5.0
need name new rv rv thing receive nice decal winnebago rv would highly recommend company,0.6801,1,1.0,5.0
love shipping fast color writing accurate,0.6369,1,1.0,5.0
absolutely perfect gift friend,0.8918,1,1.0,5.0
normally write review guy amazing item arrive early expect print quality truly great quality send second copy charge since specify name thank sure boyfriend go love,0.9628,1,1.0,5.0
purchase cup look awesome know brother would love gift cup brother recently retire military love great purchase price also arrive pretty quick,0.9741,1,1.0,5.0
amazing price exceed expectation highly recommend,0.7645,1,1.0,5.0
begin explain amazing gift wall house dedicate grandparent brother sister uncle aunt pass away kid perfect need,0.886,1,1.0,5.0
cool ring one favorite ring ever fit perfect,0.8885,1,1.0,5.0
love thank,0.7717,1,1.0,5.0
lovely fabric lunch,0.5859,1,1.0,5.0
hilarious hang wall,0.4019,1,1.0,5.0
absolutely gorgeous piece artwork love uniqueness quality print order add non kitchen thing wishlist give husband idea come across add whim thrilled open christmas along kitchen thing ask fantastic piece sure become conversation piece many year come,0.9538,1,1.0,5.0
calligraphy beautifully color soft antiquelooke birthday present friend love,0.9022,1,1.0,5.0
love boy name large sturdy,0.6369,1,1.0,5.0
come exactly show fun christmas gift exchange,0.7351,1,1.0,5.0
love sturdy fit perfectly highly recommend great customization kitchen,0.9588,1,1.0,5.0
pleasantly surprise quality size print easily display group kid enjoy look design remember ride disneyland,0.8689,1,1.0,5.0
nice work gift recipient love,0.872,1,1.0,5.0
love design element color extra star light weight,0.6369,1,1.0,5.0
really cute purse,0.5095,1,1.0,5.0
work great take time come instruction though disappointing youtube tutorial,0.2263,1,1.0,5.0
go give son family buy new house,0.0,1,1.0,5.0
love order small dog tag add full number name back legible beautifully craft would definitely order,0.8979,1,1.0,5.0
someone like wear jewelry perfect ring small enough need take put lotion gorgeous enough love also great quality,0.9612,1,1.0,5.0
clothe clip nice looking great job cinch dress little wide,0.7845,1,1.0,5.0
product amazing skeptical purchase first thing order amazon good quality however product good quality wording clear material thick durable order two mother day one mother mother law gush spend much money know spend dollar company even send cute thank postcard definitely order company bridal shower christmas l birthday product order sooo pretty staple anyone home,0.9682,1,1.0,5.0
buy wife hate wear mask claustrophobic wear one give bad anxiety labor breathe mask enable get semblance normal activity back light enough easily breath feel soft face color structure please store doctor office allow shop thumb waaaaaay,-0.5106,-1,1.0,5.0
order two one come box,0.0,1,1.0,5.0
perfect match rose gold necklace,0.5719,1,1.0,5.0
house number sign great heavy duty quality awesome look customer service response excellent,0.9217,1,1.0,5.0
perfect order love,0.836,1,1.0,5.0
beautiful earring great company business thank,0.8885,1,1.0,5.0
great gift perfect every way,0.8934,1,1.0,5.0
great gift little girl like horse,0.849,1,1.0,5.0
absolutely love great quality,0.8712,1,1.0,5.0
amazing product come beautifully easy mistake instruction look fantastic inexpensive piece decor really step mailbox game,0.9118,1,1.0,5.0
absolutely perfect receive less week piece art well expect send personalized letter thank nice touch day moneyback guarantee completely satisfied could want,0.9437,1,1.0,5.0
love,0.6369,1,1.0,5.0
get girl bracelet look authentic sizing perfect young 2month old 3yrs old would definitely buy lose,0.5719,1,1.0,5.0
exactly advertise great valentine day gift occasion,0.7906,1,1.0,5.0
order 30inch gold install king size bed love,0.6369,1,1.0,5.0
great picture good price look nice wall note size print may want frame print big,0.8779,1,1.0,5.0
always think black opal beyond reach lovely hand make earring affordable attractive wife violinist wear large earring perform fit concert black reflect many color picture justice,0.9423,1,1.0,5.0
gift daughter wedding give bridal shower could something new blue much pretty person love,0.8834,1,1.0,5.0
everything need expect,0.0,1,1.0,5.0
stay place hurricane isaais,0.0,1,1.0,5.0
absolutely love smell amazing perfect size need return customer love wreath,0.9568,1,1.0,5.0
love,0.6369,1,1.0,5.0
nice,0.4215,1,1.0,5.0
great value well art print attention detail packaging presentation,0.8225,1,1.0,5.0
comfortable good quality even notice,0.7351,1,1.0,5.0
thank much,0.3612,1,1.0,5.0
perfume beautiful capture honeysuckle scent perfectly receive yet determine longevity scent skin happy perfume,0.9153,1,1.0,5.0
perfect weight color,0.5719,1,1.0,5.0
unique fast shipping perfect gift,0.765,1,1.0,5.0
good workmanship fantastic,0.7579,1,1.0,5.0
perfect reunion glue foam board cut middle good go,0.6705,1,1.0,5.0
exactly advertise show arrive fast make great little gift,0.7722,1,1.0,5.0
order daughter arrive promptly well package beautifully steal personalized gift,0.6705,1,1.0,5.0
good quality kitchen towel,0.4404,1,1.0,5.0
nice quality perfect small pet text clear easy read,0.9001,1,1.0,5.0
absolutely love leather barrett exactly look great price,0.8622,1,1.0,5.0
like much make everything special unique ocassion,0.6369,1,1.0,5.0
far superior woodcraft version need holddown actually work buy,0.5423,1,1.0,5.0
get gift uncle love say picture great quality,0.9042,1,1.0,5.0
want make cookbook daughter son year perfect kid recipe future also like hand writing make even special,0.9081,1,1.0,5.0
relax tub scented water bubble time perfect use half pouch skin feel soft get wait try scent,0.765,1,1.0,5.0
great earring well make many compliment,0.8519,1,1.0,5.0
love great gift,0.9042,1,1.0,5.0
daughter love,0.6369,1,1.0,5.0
perfect mirror easy put make unique personalize,0.765,1,1.0,5.0
come much well could hope,0.6124,1,1.0,5.0
sturdy readable last long time love,0.6369,1,1.0,5.0
price value amazing love earring gorgeous great price great value craftmanship outstanding,0.9834,1,1.0,5.0
great customer service quick response question ask daughter love turquoise spin ring thank,0.8957,1,1.0,5.0
first cake topper arrive break return replacement process make incredibly easy professional speak kind understand cake topper gorgeous,0.8908,1,1.0,5.0
arrive quickly love color fit nicely,0.8625,1,1.0,5.0
customer service amazing super helpful item look like picture gift first time grandparent love,0.9643,1,1.0,5.0
cute bow work nicely seasonal tree,0.7096,1,1.0,5.0
perfect size tree really adorable,0.8016,1,1.0,5.0
lovely gift,0.7717,1,1.0,5.0
exactly look beautiful,0.5994,1,1.0,5.0
mom love much pretty describe name look great,0.91,1,1.0,5.0
beautiful describe love,0.8442,1,1.0,5.0
much love mine number still look fantasic,0.6705,1,1.0,5.0
eyeglass chain beautiful wear everything,0.5994,1,1.0,5.0
size small work great mini dachshund love matte bronze,0.8519,1,1.0,5.0
beautiful especially night put light exactly look hang kitchen shiplap accent wall wish come remote little annoying unscrew lid turn light put pretty battery pack small tape bottom lid like suggest work good notice battery pack would definitely recommend,0.9516,1,1.0,5.0
gift year old son think look like something would wear surprise would great gift anyone occasion great price,0.9559,1,1.0,5.0
bracelet beautiful well craft carefully wrap box send timely manner yes would recommend company anyone thank cef,0.9217,1,1.0,5.0
absolutely love,0.6697,1,1.0,5.0
several piercing nearly close bleed often wear earring thank metal sensitivity ear super comfortable typically forget wear still look stylish prevent piercing close,0.836,1,1.0,5.0
nice look seller great first one arrive damage contact replacement within week,0.5719,1,1.0,5.0
love item wait gift family,0.7964,1,1.0,5.0
come lovely bag look really nice love cat jealous,0.8545,1,1.0,5.0
love love love perfume smell absolutely heavenly wear time,0.9577,1,1.0,5.0
exactly describe arrive carefully package prevent bending sleeve protect moisture lovely,0.7906,1,1.0,5.0
moon look great big way high def moon quality chain strong heavy make perfect gift,0.9325,1,1.0,5.0
love get daughter name carve gold baby shower background place crib nice love,0.9042,1,1.0,5.0
purchase birthday gift brother arrive decide keep order another one think go buy car work bag,0.4404,1,1.0,5.0
perfect exactly want make great material use one side check book put stamp behind side keep cash,0.8442,1,1.0,5.0
great small send back order mm sure love big one,0.891,1,1.0,5.0
clean cut classy wall decor love,0.8271,1,1.0,5.0
love product fact see review skimpy sample represent well picture small almost nonexistent end fragrance lovely,0.8779,1,1.0,5.0
purchase laptop daughter love review far good laptop ever see great craftsmanship minimalist design amazing customer service perfect fit macbook pro little snug describe first get leather mold perfectly laptop definitely recommend friend recommend company highly thank keep craftsmanship alive love handmade usa good amazon purchase ever,0.9938,1,1.0,5.0
receive necklace think quality good pendant unique come card confirm stone,0.4404,1,1.0,5.0
decal beautiful make new york winter still look new month later also seller wonderful respectful easy put direction clear decal sweet symbol help family deal tragedy honor awesome person leave world soon,0.9735,1,1.0,5.0
wish offer finish workmanship right,0.4019,1,1.0,5.0
impressed overall appearance shelf exactly picture method installation high quality easy install difficult part positioningthe hole wall stud use two stud drywall anchor quite sturdy secure little expensive standard float shelf live edge well worth,0.8473,1,1.0,5.0
update company send replacement hook surprised go extra mile since ask replacement adorable laundry room quality amazing happy super cute item however way hang wall come hook send back,0.9612,1,1.0,5.0
amazing quality beautiful print use model home could believe stunning print want buy set home even frame card come shop owner look adorable recommend,0.946,1,1.0,5.0
great quality super fast shipping love,0.9217,1,1.0,5.0
nice,0.4215,1,1.0,5.0
perfect make well deliver promise,0.7964,1,1.0,5.0
put top ceramic stove useful attractive,0.765,1,1.0,5.0
great buy stay place uncomfortable good everyone think real,0.6597,1,1.0,5.0
perfect fit dress,0.7351,1,1.0,5.0
color clarity superb,0.7783,1,1.0,5.0
money could possibly go wrong spend way junk love,0.2732,1,1.0,5.0
piece well make worth money craftsmanship outstanding easy assemble follow review reach seller get dimension customized still receive item quickly,0.875,1,1.0,5.0
need make one boyfriend anniversary love one,0.6369,1,1.0,5.0
beautiful well make still even smell like smoke get natural wood absolutely love beautiful wedding cake week,0.9606,1,1.0,5.0
perfect really cute bulky like lot find amazon convince actually get nose pierce cute,0.9408,1,1.0,5.0
name clip come exactly say go look beautiful get roommate graduate nursing school really sweet thing connect customize stethoscope without get engrave,0.8016,1,1.0,5.0
perfect addition wall fit perfectly rug easy remove stick wall really well keep get ask paint extremely easy use,0.9558,1,1.0,5.0
gift girlfriend love,0.7964,1,1.0,5.0
decide color paint great need think order small size love,0.8519,1,1.0,5.0
feel sturdy add beautiful touch plain ikea cabinet purchase wish could buy inch inch minimum little tall side need still like end result,0.8442,1,1.0,5.0
ring perfect engraving beautiful well sizing right buy gift daughter love plan get one,0.9501,1,1.0,5.0
everyone think paint beautiful easy apply,0.7783,1,1.0,5.0
absolutely love stamp especially since able customize farm name,0.6697,1,1.0,5.0
absolutely stunning purchase gift,0.7233,1,1.0,5.0
love yes simple yes could make much cheap pay consider absolute bargain look fantastic entryway get espresso color one light,0.9274,1,1.0,5.0
mom really like durable,0.4201,1,1.0,5.0
beautiful earring wait able go somewhere show wait coronavirus quarantine,0.5994,1,1.0,5.0
happy keychain arrive christmas nice great sticking stuffer,0.891,1,1.0,5.0
absolutely adorable 5year old daughter love read review buy frame well could display immediately art pretty love way turn,0.9531,1,1.0,5.0
get sweet elderly lady dementia difficulty locate key friend love make happy,0.9136,1,1.0,5.0
nice look,0.4215,1,1.0,5.0
beautiful gift wonder woman love frame enhancer,0.9001,1,1.0,5.0
beautiful piece workwood arrive undamaged great conservation piece receive many inquiry complement love great gift idea,0.9648,1,1.0,5.0
get husband 20th anniversary opt allow choose license plate fun figure state connection state husband love cool piece art wedding date,0.8934,1,1.0,5.0
like small werejust perfect little shelf mom kitchen,0.7351,1,1.0,5.0
great fit stylish love,0.8957,1,1.0,5.0
love mantel come quickly easy put beautiful,0.9001,1,1.0,5.0
beautiful exactly expect,0.5994,1,1.0,5.0
beautiful buy two bow burn orange fall decor beautifully make wonderfully package arrive perfect shape definitely buy color,0.9578,1,1.0,5.0
wonderful product exceed expectation plan get frame,0.5719,1,1.0,5.0
adorable,0.4939,1,1.0,5.0
l 3ve necklace give half sweetie together completly love even apart,0.8126,1,1.0,5.0
super cute make well come really fast,0.8402,1,1.0,5.0
think perfect help year old recognize learn spell name,0.7506,1,1.0,5.0
buy goldfish shark fin photoposter christmas gift wow message quality go frame color compliment know hit enjoy get see product come promptly order,0.9186,1,1.0,5.0
nice happy necklace purchase,0.7579,1,1.0,5.0
adorable great gift teacher,0.8807,1,1.0,5.0
cute love look good little sugar well make would definitely order fast shipping come cute pouch thank,0.9591,1,1.0,5.0
go gift,0.4404,1,1.0,5.0
price absolutely stunned nicely make good look pleased,0.8066,1,1.0,5.0
wear earring everyday since arrive beautiful unique love,0.8442,1,1.0,5.0
bracelet birthday gift husband exquisite detail work combination metal make beautiful take yet must love bangle especially layer,0.9001,1,1.0,5.0
love earring intend get multiple color,0.6369,1,1.0,5.0
extremely sturdy love glitter super cheap extremely durable,0.8548,1,1.0,5.0
amazing craftsmanship super easy paint absolutely love,0.9441,1,1.0,5.0
perfect size color exact post good,0.765,1,1.0,5.0
wait see fiance reaction see picture special enjoy look star past year might basic people picture mean lot blow away quality print absolutely love,0.8858,1,1.0,5.0
look cool,0.3182,1,1.0,5.0
generally leave review usually impressed item order love item comfortable black band look like ankle wrap clunky monitoring device jail order color match clothe also love secure fitbit flex pouch worried would lose take minute get pouch double flap love way come great product,0.9747,1,1.0,5.0
super cute exactly picture wait hang,0.7845,1,1.0,5.0
love beautiful come quickly glad purchase,0.9022,1,1.0,5.0
beautiful crucifix living room wall,0.5994,1,1.0,5.0
well make product ship container ensure protectioninclude bracket installation easy instruction,0.765,1,1.0,5.0
name puzzle really cute buy two birthday present nice decide get third another child birthday come,0.7264,1,1.0,5.0
add curb appeal property easy install,0.4404,1,1.0,5.0
happy note card motivate send note,0.743,1,1.0,5.0
absolutely stunning happy packaging sweet quality great,0.9322,1,1.0,5.0
sister love,0.6369,1,1.0,5.0
time receive promise customization keep airpod easy identify,0.6369,1,1.0,5.0
wow awesome,0.836,1,1.0,5.0
well worth money awesome custome ring,0.7964,1,1.0,5.0
